"radial position, mm"	h75mm	h125mm	h175mm	h225mm	h275mm	h325mm	h375mm	h425mm	h475mm	h525mm	h575mm	h625mm	h675mm	h725mm	h775mm	h825mm
-54.5658	0	0	0	0	0.00522363	0.008832571	0.014898588	0.02135183	0.024149912	0.018645151	0.016096094	0.010004768	0.006156601	0.003015972	0	0
-54.428699	0	0	0	0	0.005223713	0.008832837	0.015015934	0.021586985	0.024386001	0.018996407	0.016447018	0.010237882	0.006156765	0.003132011	0	0
-54.291599	0	0	0	0	0.005223794	0.008833091	0.015016872	0.021705516	0.024622097	0.019231222	0.016564765	0.010354694	0.006273082	0.003132057	0	0
-54.154499	0	0	0	0	0.005223874	0.008833338	0.015250598	0.021940741	0.024858233	0.019582631	0.0166825	0.010587857	0.006273242	0.003248102	0	0
-54.017399	0	0	0	0	0.005223953	0.008833579	0.015367979	0.022059332	0.025327847	0.019817584	0.01703357	0.010821067	0.006389566	0.003248151	0	0
-53.880299	0	0	0	0	0.00522403	0.008833815	0.015368936	0.022177909	0.025564238	0.020169153	0.017151422	0.010937958	0.006622082	0.003248195	0	0
-53.743198	0	0	0	0	0.005224107	0.008950285	0.015486287	0.022296487	0.02591739	0.02052084	0.01738594	0.011171215	0.006622276	0.003480254	0	0
-53.606098	0	0	0	0	0.005224182	0.008950542	0.015603661	0.022415074	0.026153918	0.020756032	0.017620521	0.011288147	0.006738636	0.003480316	0	0
-53.469002	0	0	0	0	0.005340352	0.008950789	0.015604603	0.022533669	0.026507241	0.021107868	0.017971859	0.011521458	0.00685501	0.003596384	0	0
-53.331902	0	0	0	0	0.005340442	0.009067276	0.015605505	0.022652273	0.026743923	0.021343192	0.01820661	0.011754819	0.006971396	0.003596446	0	0
-53.194801	0	0	0	0	0.005340527	0.00906754	0.015722846	0.02277089	0.027214227	0.021811829	0.018441401	0.011988224	0.007087794	0.003712519	0	0
-53.057701	0	0	0	0	0.005340609	0.009067792	0.015840219	0.022889522	0.027451151	0.022164021	0.018676238	0.012105275	0.007204204	0.003828603	0	0
-52.920601	0	0	0	0	0.005340689	0.009068038	0.015841139	0.023008168	0.027804911	0.022516311	0.018911125	0.012338725	0.007204424	0.003828675	0	0
