# z = 225 mm
# z/D = 70.3125 ~ 70
# r (mm)    r/D         PAH (arb units)
-13.2987  -4.15584375   443    
-13.1616  -4.113        450    
-13.0245  -4.07015625   456.5  
-12.8874  -4.0273125    460.5  
-12.7503  -3.98446875   462.5  
-12.6132  -3.941625     464.5  
-12.4761  -3.89878125   467.5  
-12.339   -3.8559375    471    
-12.2019  -3.81309375   473.5  
-12.0648  -3.77025      477.5  
-11.9277  -3.72740625   482    
-11.7906  -3.6845625    485.5  
-11.6535  -3.64171875   489    
-11.5164  -3.598875     492.5  
-11.3793  -3.55603125   495.5  
-11.2422  -3.5131875    500    
-11.1051  -3.47034375   504.5  
-10.968   -3.4275       509.5  
-10.8309  -3.38465625   516    
-10.6938  -3.3418125    523    
-10.5567  -3.29896875   528    
-10.4196  -3.256125     533.5  
-10.2825  -3.21328125   539    
-10.1454  -3.1704375    543.5  
-10.0083  -3.12759375   548.5  
-9.8712   -3.08475      551.5  
-9.7341   -3.04190625   555    
-9.597    -2.9990625    561    
-9.4599   -2.95621875   567.5  
-9.3228   -2.913375     573    
-9.1857   -2.87053125   576.5  
-9.0486   -2.8276875    579    
-8.9115   -2.78484375   582.5  
-8.7744   -2.742        586.5  
-8.6373   -2.69915625   589    
-8.5002   -2.6563125    591.5  
-8.3631   -2.61346875   594.5  
-8.226    -2.570625     599    
-8.0889   -2.52778125   605    
-7.9518   -2.4849375    611.5  
-7.8147   -2.44209375   618    
-7.6776   -2.39925      624    
-7.5405   -2.35640625   631    
-7.4034   -2.3135625    636.5  
-7.2663   -2.27071875   643    
-7.1292   -2.227875     649.5  
-6.9921   -2.18503125   656    
-6.855    -2.1421875    663.5  
-6.7179   -2.09934375   669    
-6.5808   -2.0565       674.5  
-6.4437   -2.01365625   681    
-6.3066   -1.9708125    687    
-6.1695   -1.92796875   693    
-6.0324   -1.885125     699    
-5.8953   -1.84228125   704.5  
-5.7582   -1.7994375    710.5  
-5.6211   -1.75659375   716.5  
-5.484    -1.71375      721.5  
-5.3469   -1.67090625   727.5  
-5.2098   -1.6280625    734    
-5.0727   -1.58521875   739.5  
-4.9356   -1.542375     746.5  
-4.7985   -1.49953125   752.5  
-4.6614   -1.4566875    758.5  
-4.5243   -1.41384375   763    
-4.3872   -1.371        768    
-4.2501   -1.32815625   771    
-4.113    -1.2853125    776    
-3.9759   -1.24246875   779.5  
-3.8388   -1.199625     782.5  
-3.7017   -1.15678125   785.5  
-3.5646   -1.1139375    789.5  
-3.4275   -1.07109375   794    
-3.2904   -1.02825      798    
-3.1533   -0.98540625   797    
-3.0162   -0.9425625    796    
-2.8791   -0.89971875   795    
-2.742    -0.856875     794    
-2.6049   -0.81403125   791.5  
-2.4678   -0.7711875    788.5  
-2.3307   -0.72834375   784    
-2.1936   -0.6855       782    
-2.0565   -0.64265625   780.5  
-1.9194   -0.5998125    781    
-1.7823   -0.55696875   780    
-1.6452   -0.514125     778.5  
-1.5081   -0.47128125   777    
-1.371    -0.4284375    777    
-1.2339   -0.38559375   777.5  
-1.0968   -0.34275      778.5  
-0.9597   -0.29990625   778.5  
-0.8226   -0.2570625    779    
-0.6855   -0.21421875   780    
-0.5484   -0.171375     782    
-0.4113   -0.12853125   782.5  
-0.2742   -0.0856875    783    
-0.1371   -0.04284375   782    
0         0             782    
0.1371    0.04284375    782    
0.2742    0.0856875     783    
0.4113    0.12853125    782.5  
0.5484    0.171375      782    
0.6855    0.21421875    780    
0.8226    0.2570625     779    
0.9597    0.29990625    778.5  
1.0968    0.34275       778.5  
1.2339    0.38559375    777.5  
1.371     0.4284375     777    
1.5081    0.47128125    777    
1.6452    0.514125      778.5  
1.7823    0.55696875    780    
1.9194    0.5998125     781    
2.0565    0.64265625    780.5  
2.1936    0.6855        782    
2.3307    0.72834375    784    
2.4678    0.7711875     788.5  
2.6049    0.81403125    791.5  
2.742     0.856875      794    
2.8791    0.89971875    795    
3.0162    0.9425625     796    
3.1533    0.98540625    797    
3.2904    1.02825       798    
3.4275    1.07109375    794    
3.5646    1.1139375     789.5  
3.7017    1.15678125    785.5  
3.8388    1.199625      782.5  
3.9759    1.24246875    779.5  
4.113     1.2853125     776    
4.2501    1.32815625    771    
4.3872    1.371         768    
4.5243    1.41384375    763    
4.6614    1.4566875     758.5  
4.7985    1.49953125    752.5  
4.9356    1.542375      746.5  
5.0727    1.58521875    739.5  
5.2098    1.6280625     734    
5.3469    1.67090625    727.5  
5.484     1.71375       721.5  
5.6211    1.75659375    716.5  
5.7582    1.7994375     710.5  
5.8953    1.84228125    704.5  
6.0324    1.885125      699    
6.1695    1.92796875    693    
6.3066    1.9708125     687    
6.4437    2.01365625    681    
6.5808    2.0565        674.5  
6.7179    2.09934375    669    
6.855     2.1421875     663.5  
6.9921    2.18503125    656    
7.1292    2.227875      649.5  
7.2663    2.27071875    643    
7.4034    2.3135625     636.5  
7.5405    2.35640625    631    
7.6776    2.39925       624    
7.8147    2.44209375    618    
7.9518    2.4849375     611.5  
8.0889    2.52778125    605    
8.226     2.570625      599    
8.3631    2.61346875    594.5  
8.5002    2.6563125     591.5  
8.6373    2.69915625    589    
8.7744    2.742         586.5  
8.9115    2.78484375    582.5  
9.0486    2.8276875     579    
9.1857    2.87053125    576.5  
9.3228    2.913375      573    
9.4599    2.95621875    567.5  
9.597     2.9990625     561    
9.7341    3.04190625    555    
9.8712    3.08475       551.5  
10.0083   3.12759375    548.5  
10.1454   3.1704375     543.5  
10.2825   3.21328125    539    
10.4196   3.256125      533.5  
10.5567   3.29896875    528    
10.6938   3.3418125     523    
10.8309   3.38465625    516    
10.968    3.4275        509.5  
11.1051   3.47034375    504.5  
11.2422   3.5131875     500    
11.3793   3.55603125    495.5  
11.5164   3.598875      492.5  
11.6535   3.64171875    489    
11.7906   3.6845625     485.5  
11.9277   3.72740625    482    
12.0648   3.77025       477.5  
12.2019   3.81309375    473.5  
12.339    3.8559375     471    
12.4761   3.89878125    467.5  
12.6132   3.941625      464.5  
12.7503   3.98446875    462.5  
12.8874   4.0273125     460.5  
13.0245   4.07015625    456.5  
13.1616   4.113         450    
13.2987   4.15584375    443    
13.4358   4.1986875     436    
13.5729   4.24153125    428    
13.71     4.284375      419.5  
13.8471   4.32721875    411.5  
13.9842   4.3700625     405.5  
14.1213   4.41290625    401    
14.2584   4.45575       396    
14.3955   4.49859375    390.5  
14.5326   4.5414375     385.5  
14.6697   4.58428125    380.5  
14.8068   4.627125      377    
14.9439   4.66996875    372.5  
15.081    4.7128125     369    
15.2181   4.75565625    365.5  
15.3552   4.7985        361.5  
15.4923   4.84134375    359    
15.6294   4.8841875     354.5  
15.7665   4.92703125    349.5  
15.9036   4.969875      344    
16.0407   5.01271875    339    
16.1778   5.0555625     333.5  
16.3149   5.09840625    327    
16.452    5.14125       320    
16.5891   5.18409375    313.5  
16.7262   5.2269375     308    
16.8633   5.26978125    301    
17.0004   5.312625      294.5  
17.1375   5.35546875    288.5  
17.2746   5.3983125     284    
17.4117   5.44115625    279    
17.5488   5.484         273.5  
17.6859   5.52684375    268    
17.823    5.5696875     263.5  
17.9601   5.61253125    258.5  
18.0972   5.655375      252.5  
18.2343   5.69821875    247.5  
18.3714   5.7410625     242.5  
18.5085   5.78390625    237    
18.6456   5.82675       231.5  
18.7827   5.86959375    226    
18.9198   5.9124375     221    
19.0569   5.95528125    216.5  
19.194    5.998125      213    
19.3311   6.04096875    210    
19.4682   6.0838125     207.5  
19.6053   6.12665625    204.5  
19.7424   6.1695        202    
19.8795   6.21234375    199    
20.0166   6.2551875     196    
20.1537   6.29803125    192.5  
20.2908   6.340875      188.5  
20.4279   6.38371875    186.5  
20.565    6.4265625     183.5  
20.7021   6.46940625    181    
20.8392   6.51225       179.5  
20.9763   6.55509375    178    
21.1134   6.5979375     175.5  
21.2505   6.64078125    173.5  
21.3876   6.683625      171    
21.5247   6.72646875    168    
21.6618   6.7693125     164.5  
21.7989   6.81215625    160.5  
21.936    6.855         156.5  
22.0731   6.89784375    152.5  
22.2102   6.9406875     150    
22.3473   6.98353125    146.5  
22.4844   7.026375      143    
22.6215   7.06921875    139.5  
22.7586   7.1120625     136.5  
22.8957   7.15490625    133    
23.0328   7.19775       129.5  
23.1699   7.24059375    125    
23.307    7.2834375     121.5  
23.4441   7.32628125    117.5  
23.5812   7.369125      112.5  
23.7183   7.41196875    107.5  
23.8554   7.4548125     102.5  
23.9925   7.49765625    97.5   
24.1296   7.5405        94     
24.2667   7.58334375    91     
24.4038   7.6261875     88.5   
24.5409   7.66903125    86     
24.678    7.711875      85     
24.8151   7.75471875    83.5   
24.9522   7.7975625     83     
25.0893   7.84040625    82     
25.2264   7.88325       81     
25.3635   7.92609375    80     
25.5006   7.9689375     78     
25.6377   8.01178125    76.5   
25.7748   8.054625      74.5   
25.9119   8.09746875    72     
26.049    8.1403125     70.5   
26.1861   8.18315625    68.5   
26.3232   8.226         66.5   
26.4603   8.26884375    64     
26.5974   8.3116875     62     
26.7345   8.35453125    61     
26.8716   8.397375      59     
27.0087   8.44021875    58.5   
27.1458   8.4830625     57     
27.2829   8.52590625    56.5   
27.42     8.56875       55.5   
27.5571   8.61159375    55     
27.6942   8.6544375     54.5   
27.8313   8.69728125    53.5   
27.9684   8.740125      53     
28.1055   8.78296875    51.5   
28.2426   8.8258125     50.5   
28.3797   8.86865625    49.5   
28.5168   8.9115        48     
28.6539   8.95434375    47.5   
28.791    8.9971875     46.5   
28.9281   9.04003125    45     
29.0652   9.082875      44     
29.2023   9.12571875    43.5   
29.3394   9.1685625     42.5   
29.4765   9.21140625    41.5   
29.6136   9.25425       40.5   
29.7507   9.29709375    40     
29.8878   9.3399375     39     
30.0249   9.38278125    38.5   
30.162    9.425625      38     
30.2991   9.46846875    37     
30.4362   9.5113125     36.5   
30.5733   9.55415625    35.5   
30.7104   9.597         34.5   
30.8475   9.63984375    34     
30.9846   9.6826875     32.5   
31.1217   9.72553125    31.5   
31.2588   9.768375      30.5   
31.3959   9.81121875    29.5   
31.533    9.8540625     28.5   
31.6701   9.89690625    27.5   
31.8072   9.93975       26.5   
31.9443   9.98259375    26     
32.0814   10.0254375    25.5   
32.2185   10.06828125   25     
32.3556   10.111125     24     
32.4927   10.15396875   23.5   
32.6298   10.1968125    22     
32.7669   10.23965625   21.5   
32.904    10.2825       20.5   
33.0411   10.32534375   19.5   
33.1782   10.3681875    19     
33.3153   10.41103125   18.5   
33.4524   10.453875     18     
33.5895   10.49671875   17     
33.7266   10.5395625    16.5   
33.8637   10.58240625   16.5   
34.0008   10.62525      16.5   
34.1379   10.66809375   16.5   
34.275    10.7109375    16.5   
34.4121   10.75378125   16     
34.5492   10.796625     16.5   
