# z = 275 mm
# z/D = 85.9375 ~ 86
# r (mm)    r/D         PAH (arb units)
-25.6377  -8.01178125   192.5  
-25.5006  -7.9689375    196    
-25.3635  -7.92609375   198.5  
-25.2264  -7.88325      200.5  
-25.0893  -7.84040625   203.5  
-24.9522  -7.7975625    207    
-24.8151  -7.75471875   209.5  
-24.678   -7.711875     212    
-24.5409  -7.66903125   215    
-24.4038  -7.6261875    219.5  
-24.2667  -7.58334375   224    
-24.1296  -7.5405       227    
-23.9925  -7.49765625   230.5  
-23.8554  -7.4548125    234.5  
-23.7183  -7.41196875   238.5  
-23.5812  -7.369125     242    
-23.4441  -7.32628125   245    
-23.307   -7.2834375    247.5  
-23.1699  -7.24059375   251    
-23.0328  -7.19775      253.5  
-22.8957  -7.15490625   254.5  
-22.7586  -7.1120625    256    
-22.6215  -7.06921875   257.5  
-22.4844  -7.026375     258.5  
-22.3473  -6.98353125   259.5  
-22.2102  -6.9406875    260.5  
-22.0731  -6.89784375   262.5  
-21.936   -6.855        265.5  
-21.7989  -6.81215625   268.5  
-21.6618  -6.7693125    271    
-21.5247  -6.72646875   274.5  
-21.3876  -6.683625     278.5  
-21.2505  -6.64078125   283.5  
-21.1134  -6.5979375    288    
-20.9763  -6.55509375   293    
-20.8392  -6.51225      297.5  
-20.7021  -6.46940625   303    
-20.565   -6.4265625    309    
-20.4279  -6.38371875   314    
-20.2908  -6.340875     318.5  
-20.1537  -6.29803125   322.5  
-20.0166  -6.2551875    328    
-19.8795  -6.21234375   333    
-19.7424  -6.1695       339    
-19.6053  -6.12665625   344.5  
-19.4682  -6.0838125    350    
-19.3311  -6.04096875   355    
-19.194   -5.998125     360.5  
-19.0569  -5.95528125   364.5  
-18.9198  -5.9124375    368.5  
-18.7827  -5.86959375   372    
-18.6456  -5.82675      374    
-18.5085  -5.78390625   376    
-18.3714  -5.7410625    378.5  
-18.2343  -5.69821875   381    
-18.0972  -5.655375     383.5  
-17.9601  -5.61253125   386.5  
-17.823   -5.5696875    389    
-17.6859  -5.52684375   391.5  
-17.5488  -5.484        396    
-17.4117  -5.44115625   400.5  
-17.2746  -5.3983125    404.5  
-17.1375  -5.35546875   407.5  
-17.0004  -5.312625     412    
-16.8633  -5.26978125   416.5  
-16.7262  -5.2269375    420.5  
-16.5891  -5.18409375   424.5  
-16.452   -5.14125      427.5  
-16.3149  -5.09840625   430.5  
-16.1778  -5.0555625    433.5  
-16.0407  -5.01271875   435    
-15.9036  -4.969875     437    
-15.7665  -4.92703125   439.5  
-15.6294  -4.8841875    442    
-15.4923  -4.84134375   445    
-15.3552  -4.7985       447.5  
-15.2181  -4.75565625   451.5  
-15.081   -4.7128125    456    
-14.9439  -4.66996875   461    
-14.8068  -4.627125     467    
-14.6697  -4.58428125   473.5  
-14.5326  -4.5414375    480.5  
-14.3955  -4.49859375   488.5  
-14.2584  -4.45575      496.5  
-14.1213  -4.41290625   506    
-13.9842  -4.3700625    515.5  
-13.8471  -4.32721875   527    
-13.71    -4.284375     539    
-13.5729  -4.24153125   550    
-13.4358  -4.1986875    561.5  
-13.2987  -4.15584375   572    
-13.1616  -4.113        581    
-13.0245  -4.07015625   589.5  
-12.8874  -4.0273125    594.5  
-12.7503  -3.98446875   598    
-12.6132  -3.941625     602    
-12.4761  -3.89878125   604.5  
-12.339   -3.8559375    606.5  
-12.2019  -3.81309375   607    
-12.0648  -3.77025      608    
-11.9277  -3.72740625   610    
-11.7906  -3.6845625    613.5  
-11.6535  -3.64171875   616    
-11.5164  -3.598875     620    
-11.3793  -3.55603125   626    
-11.2422  -3.5131875    633.5  
-11.1051  -3.47034375   639.5  
-10.968   -3.4275       645.5  
-10.8309  -3.38465625   652    
-10.6938  -3.3418125    659    
-10.5567  -3.29896875   665    
-10.4196  -3.256125     670.5  
-10.2825  -3.21328125   677    
-10.1454  -3.1704375    683.5  
-10.0083  -3.12759375   688.5  
-9.8712   -3.08475      693.5  
-9.7341   -3.04190625   698.5  
-9.597    -2.9990625    703.5  
-9.4599   -2.95621875   709    
-9.3228   -2.913375     714    
-9.1857   -2.87053125   720    
-9.0486   -2.8276875    727    
-8.9115   -2.78484375   731.5  
-8.7744   -2.742        736.5  
-8.6373   -2.69915625   742.5  
-8.5002   -2.6563125    747.5  
-8.3631   -2.61346875   753.5  
-8.226    -2.570625     757.5  
-8.0889   -2.52778125   763    
-7.9518   -2.4849375    770.5  
-7.8147   -2.44209375   777.5  
-7.6776   -2.39925      783    
-7.5405   -2.35640625   790    
-7.4034   -2.3135625    795.5  
-7.2663   -2.27071875   800.5  
-7.1292   -2.227875     805.5  
-6.9921   -2.18503125   811    
-6.855    -2.1421875    817.5  
-6.7179   -2.09934375   822.5  
-6.5808   -2.0565       826.5  
-6.4437   -2.01365625   831    
-6.3066   -1.9708125    835.5  
-6.1695   -1.92796875   839    
-6.0324   -1.885125     841    
-5.8953   -1.84228125   841.5  
-5.7582   -1.7994375    843.5  
-5.6211   -1.75659375   846    
-5.484    -1.71375      849    
-5.3469   -1.67090625   853.5  
-5.2098   -1.6280625    857    
-5.0727   -1.58521875   860.5  
-4.9356   -1.542375     867.5  
-4.7985   -1.49953125   874    
-4.6614   -1.4566875    879    
-4.5243   -1.41384375   882.5  
-4.3872   -1.371        887.5  
-4.2501   -1.32815625   893.5  
-4.113    -1.2853125    900    
-3.9759   -1.24246875   904.5  
-3.8388   -1.199625     908.5  
-3.7017   -1.15678125   914    
-3.5646   -1.1139375    919    
-3.4275   -1.07109375   923    
-3.2904   -1.02825      926.5  
-3.1533   -0.98540625   926    
-3.0162   -0.9425625    924.5  
-2.8791   -0.89971875   923    
-2.742    -0.856875     919    
-2.6049   -0.81403125   915    
-2.4678   -0.7711875    911    
-2.3307   -0.72834375   907.5  
-2.1936   -0.6855       905.5  
-2.0565   -0.64265625   904    
-1.9194   -0.5998125    902.5  
-1.7823   -0.55696875   902    
-1.6452   -0.514125     902    
-1.5081   -0.47128125   902    
-1.371    -0.4284375    902    
-1.2339   -0.38559375   902    
-1.0968   -0.34275      900.5  
-0.9597   -0.29990625   899.5  
-0.8226   -0.2570625    900    
-0.6855   -0.21421875   898.5  
-0.5484   -0.171375     899    
-0.4113   -0.12853125   897    
-0.2742   -0.0856875    897    
-0.1371   -0.04284375   896.5  
0         0             896    
0.1371    0.04284375    896.5  
0.2742    0.0856875     897    
0.4113    0.12853125    897    
0.5484    0.171375      899    
0.6855    0.21421875    898.5  
0.8226    0.2570625     900    
0.9597    0.29990625    899.5  
1.0968    0.34275       900.5  
1.2339    0.38559375    902    
1.371     0.4284375     902    
1.5081    0.47128125    902    
1.6452    0.514125      902    
1.7823    0.55696875    902    
1.9194    0.5998125     902.5  
2.0565    0.64265625    904    
2.1936    0.6855        905.5  
2.3307    0.72834375    907.5  
2.4678    0.7711875     911    
2.6049    0.81403125    915    
2.742     0.856875      919    
2.8791    0.89971875    923    
3.0162    0.9425625     924.5  
3.1533    0.98540625    926    
3.2904    1.02825       926.5  
3.4275    1.07109375    923    
3.5646    1.1139375     919    
3.7017    1.15678125    914    
3.8388    1.199625      908.5  
3.9759    1.24246875    904.5  
4.113     1.2853125     900    
4.2501    1.32815625    893.5  
4.3872    1.371         887.5  
4.5243    1.41384375    882.5  
4.6614    1.4566875     879    
4.7985    1.49953125    874    
4.9356    1.542375      867.5  
5.0727    1.58521875    860.5  
5.2098    1.6280625     857    
5.3469    1.67090625    853.5  
5.484     1.71375       849    
5.6211    1.75659375    846    
5.7582    1.7994375     843.5  
5.8953    1.84228125    841.5  
6.0324    1.885125      841    
6.1695    1.92796875    839    
6.3066    1.9708125     835.5  
6.4437    2.01365625    831    
6.5808    2.0565        826.5  
6.7179    2.09934375    822.5  
6.855     2.1421875     817.5  
6.9921    2.18503125    811    
7.1292    2.227875      805.5  
7.2663    2.27071875    800.5  
7.4034    2.3135625     795.5  
7.5405    2.35640625    790    
7.6776    2.39925       783    
7.8147    2.44209375    777.5  
7.9518    2.4849375     770.5  
8.0889    2.52778125    763    
8.226     2.570625      757.5  
8.3631    2.61346875    753.5  
8.5002    2.6563125     747.5  
8.6373    2.69915625    742.5  
8.7744    2.742         736.5  
8.9115    2.78484375    731.5  
9.0486    2.8276875     727    
9.1857    2.87053125    720    
9.3228    2.913375      714    
9.4599    2.95621875    709    
9.597     2.9990625     703.5  
9.7341    3.04190625    698.5  
9.8712    3.08475       693.5  
10.0083   3.12759375    688.5  
10.1454   3.1704375     683.5  
10.2825   3.21328125    677    
10.4196   3.256125      670.5  
10.5567   3.29896875    665    
10.6938   3.3418125     659    
10.8309   3.38465625    652    
10.968    3.4275        645.5  
11.1051   3.47034375    639.5  
11.2422   3.5131875     633.5  
11.3793   3.55603125    626    
11.5164   3.598875      620    
11.6535   3.64171875    616    
11.7906   3.6845625     613.5  
11.9277   3.72740625    610    
12.0648   3.77025       608    
12.2019   3.81309375    607    
12.339    3.8559375     606.5  
12.4761   3.89878125    604.5  
12.6132   3.941625      602    
12.7503   3.98446875    598    
12.8874   4.0273125     594.5  
13.0245   4.07015625    589.5  
13.1616   4.113         581    
13.2987   4.15584375    572    
13.4358   4.1986875     561.5  
13.5729   4.24153125    550    
13.71     4.284375      539    
13.8471   4.32721875    527    
13.9842   4.3700625     515.5  
14.1213   4.41290625    506    
14.2584   4.45575       496.5  
14.3955   4.49859375    488.5  
14.5326   4.5414375     480.5  
14.6697   4.58428125    473.5  
14.8068   4.627125      467    
14.9439   4.66996875    461    
15.081    4.7128125     456    
15.2181   4.75565625    451.5  
15.3552   4.7985        447.5  
15.4923   4.84134375    445    
15.6294   4.8841875     442    
15.7665   4.92703125    439.5  
15.9036   4.969875      437    
16.0407   5.01271875    435    
16.1778   5.0555625     433.5  
16.3149   5.09840625    430.5  
16.452    5.14125       427.5  
16.5891   5.18409375    424.5  
16.7262   5.2269375     420.5  
16.8633   5.26978125    416.5  
17.0004   5.312625      412    
17.1375   5.35546875    407.5  
17.2746   5.3983125     404.5  
17.4117   5.44115625    400.5  
17.5488   5.484         396    
17.6859   5.52684375    391.5  
17.823    5.5696875     389    
17.9601   5.61253125    386.5  
18.0972   5.655375      383.5  
18.2343   5.69821875    381    
18.3714   5.7410625     378.5  
18.5085   5.78390625    376    
18.6456   5.82675       374    
18.7827   5.86959375    372    
18.9198   5.9124375     368.5  
19.0569   5.95528125    364.5  
19.194    5.998125      360.5  
19.3311   6.04096875    355    
19.4682   6.0838125     350    
19.6053   6.12665625    344.5  
19.7424   6.1695        339    
19.8795   6.21234375    333    
20.0166   6.2551875     328    
20.1537   6.29803125    322.5  
20.2908   6.340875      318.5  
20.4279   6.38371875    314    
20.565    6.4265625     309    
20.7021   6.46940625    303    
20.8392   6.51225       297.5  
20.9763   6.55509375    293    
21.1134   6.5979375     288    
21.2505   6.64078125    283.5  
21.3876   6.683625      278.5  
21.5247   6.72646875    274.5  
21.6618   6.7693125     271    
21.7989   6.81215625    268.5  
21.936    6.855         265.5  
22.0731   6.89784375    262.5  
22.2102   6.9406875     260.5  
22.3473   6.98353125    259.5  
22.4844   7.026375      258.5  
22.6215   7.06921875    257.5  
22.7586   7.1120625     256    
22.8957   7.15490625    254.5  
23.0328   7.19775       253.5  
23.1699   7.24059375    251    
23.307    7.2834375     247.5  
23.4441   7.32628125    245    
23.5812   7.369125      242    
23.7183   7.41196875    238.5  
23.8554   7.4548125     234.5  
23.9925   7.49765625    230.5  
24.1296   7.5405        227    
24.2667   7.58334375    224    
24.4038   7.6261875     219.5  
24.5409   7.66903125    215    
24.678    7.711875      212    
24.8151   7.75471875    209.5  
24.9522   7.7975625     207    
25.0893   7.84040625    203.5  
25.2264   7.88325       200.5  
25.3635   7.92609375    198.5  
25.5006   7.9689375     196    
25.6377   8.01178125    192.5  
25.7748   8.054625      189    
25.9119   8.09746875    185    
26.049    8.1403125     181.5  
26.1861   8.18315625    177.5  
26.3232   8.226         173.5  
26.4603   8.26884375    169.5  
26.5974   8.3116875     166.5  
26.7345   8.35453125    164    
26.8716   8.397375      161.5  
27.0087   8.44021875    159    
27.1458   8.4830625     156    
27.2829   8.52590625    153    
27.42     8.56875       150    
27.5571   8.61159375    147    
27.6942   8.6544375     143.5  
27.8313   8.69728125    141    
27.9684   8.740125      138    
28.1055   8.78296875    134.5  
28.2426   8.8258125     132    
28.3797   8.86865625    129    
28.5168   8.9115        126.5  
28.6539   8.95434375    123.5  
28.791    8.9971875     120.5  
28.9281   9.04003125    118    
29.0652   9.082875      116.5  
29.2023   9.12571875    114    
29.3394   9.1685625     112    
29.4765   9.21140625    111    
29.6136   9.25425       108.5  
29.7507   9.29709375    107    
29.8878   9.3399375     105    
30.0249   9.38278125    103.5  
30.162    9.425625      101.5  
30.2991   9.46846875    99.5   
30.4362   9.5113125     97     
30.5733   9.55415625    95     
30.7104   9.597         93     
30.8475   9.63984375    91.5   
30.9846   9.6826875     89.5   
31.1217   9.72553125    87     
31.2588   9.768375      85.5   
31.3959   9.81121875    84.5   
31.533    9.8540625     83     
31.6701   9.89690625    82     
31.8072   9.93975       80.5   
31.9443   9.98259375    80     
32.0814   10.0254375    79     
32.2185   10.06828125   78     
32.3556   10.111125     76.5   
32.4927   10.15396875   74.5   
32.6298   10.1968125    72.5   
32.7669   10.23965625   70.5   
32.904    10.2825       69     
33.0411   10.32534375   67.5   
33.1782   10.3681875    66.5   
33.3153   10.41103125   65     
33.4524   10.453875     64     
33.5895   10.49671875   64     
33.7266   10.5395625    63     
33.8637   10.58240625   62     
34.0008   10.62525      60.5   
34.1379   10.66809375   59.5   
34.275    10.7109375    58.5   
34.4121   10.75378125   57     
34.5492   10.796625     56     
