# z = 125 mm
# z/D = 39.0625 ~ 39
# r (mm)    r/D         PAH (arb units)
-17.9601  -5.61253125   14.5   
-17.823   -5.5696875    15.5   
-17.6859  -5.52684375   16     
-17.5488  -5.484        17.5   
-17.4117  -5.44115625   18     
-17.2746  -5.3983125    18.5   
-17.1375  -5.35546875   19.5   
-17.0004  -5.312625     20.5   
-16.8633  -5.26978125   21.5   
-16.7262  -5.2269375    23     
-16.5891  -5.18409375   24.5   
-16.452   -5.14125      26     
-16.3149  -5.09840625   28     
-16.1778  -5.0555625    30     
-16.0407  -5.01271875   31.5   
-15.9036  -4.969875     33.5   
-15.7665  -4.92703125   35     
-15.6294  -4.8841875    36     
-15.4923  -4.84134375   38     
-15.3552  -4.7985       39.5   
-15.2181  -4.75565625   41     
-15.081   -4.7128125    44     
-14.9439  -4.66996875   46.5   
-14.8068  -4.627125     48.5   
-14.6697  -4.58428125   51.5   
-14.5326  -4.5414375    55     
-14.3955  -4.49859375   58.5   
-14.2584  -4.45575      61.5   
-14.1213  -4.41290625   65     
-13.9842  -4.3700625    67.5   
-13.8471  -4.32721875   71     
-13.71    -4.284375     74     
-13.5729  -4.24153125   77     
-13.4358  -4.1986875    79.5   
-13.2987  -4.15584375   82.5   
-13.1616  -4.113        84.5   
-13.0245  -4.07015625   87.5   
-12.8874  -4.0273125    90     
-12.7503  -3.98446875   93.5   
-12.6132  -3.941625     97.5   
-12.4761  -3.89878125   102.5  
-12.339   -3.8559375    107    
-12.2019  -3.81309375   112.5  
-12.0648  -3.77025      117    
-11.9277  -3.72740625   122    
-11.7906  -3.6845625    126.5  
-11.6535  -3.64171875   131    
-11.5164  -3.598875     135    
-11.3793  -3.55603125   140    
-11.2422  -3.5131875    145.5  
-11.1051  -3.47034375   151.5  
-10.968   -3.4275       158    
-10.8309  -3.38465625   165    
-10.6938  -3.3418125    173    
-10.5567  -3.29896875   181    
-10.4196  -3.256125     188    
-10.2825  -3.21328125   196    
-10.1454  -3.1704375    202.5  
-10.0083  -3.12759375   209.5  
-9.8712   -3.08475      216    
-9.7341   -3.04190625   222.5  
-9.597    -2.9990625    228.5  
-9.4599   -2.95621875   236.5  
-9.3228   -2.913375     245    
-9.1857   -2.87053125   253    
-9.0486   -2.8276875    261    
-8.9115   -2.78484375   269.5  
-8.7744   -2.742        279    
-8.6373   -2.69915625   286.5  
-8.5002   -2.6563125    292.5  
-8.3631   -2.61346875   299    
-8.226    -2.570625     305    
-8.0889   -2.52778125   311    
-7.9518   -2.4849375    317.5  
-7.8147   -2.44209375   323    
-7.6776   -2.39925      330    
-7.5405   -2.35640625   337.5  
-7.4034   -2.3135625    344    
-7.2663   -2.27071875   350.5  
-7.1292   -2.227875     357.5  
-6.9921   -2.18503125   365    
-6.855    -2.1421875    374    
-6.7179   -2.09934375   382    
-6.5808   -2.0565       391    
-6.4437   -2.01365625   400.5  
-6.3066   -1.9708125    410    
-6.1695   -1.92796875   419.5  
-6.0324   -1.885125     429    
-5.8953   -1.84228125   436    
-5.7582   -1.7994375    444    
-5.6211   -1.75659375   451.5  
-5.484    -1.71375      458    
-5.3469   -1.67090625   465    
-5.2098   -1.6280625    470.5  
-5.0727   -1.58521875   476.5  
-4.9356   -1.542375     483.5  
-4.7985   -1.49953125   490    
-4.6614   -1.4566875    496.5  
-4.5243   -1.41384375   502.5  
-4.3872   -1.371        510    
-4.2501   -1.32815625   518.5  
-4.113    -1.2853125    528.5  
-3.9759   -1.24246875   537.5  
-3.8388   -1.199625     546    
-3.7017   -1.15678125   554    
-3.5646   -1.1139375    562    
-3.4275   -1.07109375   569    
-3.2904   -1.02825      576    
-3.1533   -0.98540625   581    
-3.0162   -0.9425625    585.5  
-2.8791   -0.89971875   589.5  
-2.742    -0.856875     593    
-2.6049   -0.81403125   598    
-2.4678   -0.7711875    603    
-2.3307   -0.72834375   606    
-2.1936   -0.6855       610    
-2.0565   -0.64265625   614.5  
-1.9194   -0.5998125    618.5  
-1.7823   -0.55696875   622    
-1.6452   -0.514125     625.5  
-1.5081   -0.47128125   627    
-1.371    -0.4284375    628    
-1.2339   -0.38559375   628.5  
-1.0968   -0.34275      628.5  
-0.9597   -0.29990625   628.5  
-0.8226   -0.2570625    628    
-0.6855   -0.21421875   628    
-0.5484   -0.171375     632    
-0.4113   -0.12853125   636    
-0.2742   -0.0856875    639.5  
-0.1371   -0.04284375   639    
0         0             639    
0.1371    0.04284375    639    
0.2742    0.0856875     639.5  
0.4113    0.12853125    636    
0.5484    0.171375      632    
0.6855    0.21421875    628    
0.8226    0.2570625     628    
0.9597    0.29990625    628.5  
1.0968    0.34275       628.5  
1.2339    0.38559375    628.5  
1.371     0.4284375     628    
1.5081    0.47128125    627    
1.6452    0.514125      625.5  
1.7823    0.55696875    622    
1.9194    0.5998125     618.5  
2.0565    0.64265625    614.5  
2.1936    0.6855        610    
2.3307    0.72834375    606    
2.4678    0.7711875     603    
2.6049    0.81403125    598    
2.742     0.856875      593    
2.8791    0.89971875    589.5  
3.0162    0.9425625     585.5  
3.1533    0.98540625    581    
3.2904    1.02825       576    
3.4275    1.07109375    569    
3.5646    1.1139375     562    
3.7017    1.15678125    554    
3.8388    1.199625      546    
3.9759    1.24246875    537.5  
4.113     1.2853125     528.5  
4.2501    1.32815625    518.5  
4.3872    1.371         510    
4.5243    1.41384375    502.5  
4.6614    1.4566875     496.5  
4.7985    1.49953125    490    
4.9356    1.542375      483.5  
5.0727    1.58521875    476.5  
5.2098    1.6280625     470.5  
5.3469    1.67090625    465    
5.484     1.71375       458    
5.6211    1.75659375    451.5  
5.7582    1.7994375     444    
5.8953    1.84228125    436    
6.0324    1.885125      429    
6.1695    1.92796875    419.5  
6.3066    1.9708125     410    
6.4437    2.01365625    400.5  
6.5808    2.0565        391    
6.7179    2.09934375    382    
6.855     2.1421875     374    
6.9921    2.18503125    365    
7.1292    2.227875      357.5  
7.2663    2.27071875    350.5  
7.4034    2.3135625     344    
7.5405    2.35640625    337.5  
7.6776    2.39925       330    
7.8147    2.44209375    323    
7.9518    2.4849375     317.5  
8.0889    2.52778125    311    
8.226     2.570625      305    
8.3631    2.61346875    299    
8.5002    2.6563125     292.5  
8.6373    2.69915625    286.5  
8.7744    2.742         279    
8.9115    2.78484375    269.5  
9.0486    2.8276875     261    
9.1857    2.87053125    253    
9.3228    2.913375      245    
9.4599    2.95621875    236.5  
9.597     2.9990625     228.5  
9.7341    3.04190625    222.5  
9.8712    3.08475       216    
10.0083   3.12759375    209.5  
10.1454   3.1704375     202.5  
10.2825   3.21328125    196    
10.4196   3.256125      188    
10.5567   3.29896875    181    
10.6938   3.3418125     173    
10.8309   3.38465625    165    
10.968    3.4275        158    
11.1051   3.47034375    151.5  
11.2422   3.5131875     145.5  
11.3793   3.55603125    140    
11.5164   3.598875      135    
11.6535   3.64171875    131    
11.7906   3.6845625     126.5  
11.9277   3.72740625    122    
12.0648   3.77025       117    
12.2019   3.81309375    112.5  
12.339    3.8559375     107    
12.4761   3.89878125    102.5  
12.6132   3.941625      97.5   
12.7503   3.98446875    93.5   
12.8874   4.0273125     90     
13.0245   4.07015625    87.5   
13.1616   4.113         84.5   
13.2987   4.15584375    82.5   
13.4358   4.1986875     79.5   
13.5729   4.24153125    77     
13.71     4.284375      74     
13.8471   4.32721875    71     
13.9842   4.3700625     67.5   
14.1213   4.41290625    65     
14.2584   4.45575       61.5   
14.3955   4.49859375    58.5   
14.5326   4.5414375     55     
14.6697   4.58428125    51.5   
14.8068   4.627125      48.5   
14.9439   4.66996875    46.5   
15.081    4.7128125     44     
15.2181   4.75565625    41     
15.3552   4.7985        39.5   
15.4923   4.84134375    38     
15.6294   4.8841875     36     
15.7665   4.92703125    35     
15.9036   4.969875      33.5   
16.0407   5.01271875    31.5   
16.1778   5.0555625     30     
16.3149   5.09840625    28     
16.452    5.14125       26     
16.5891   5.18409375    24.5   
16.7262   5.2269375     23     
16.8633   5.26978125    21.5   
17.0004   5.312625      20.5   
17.1375   5.35546875    19.5   
17.2746   5.3983125     18.5   
17.4117   5.44115625    18     
17.5488   5.484         17.5   
17.6859   5.52684375    16     
17.823    5.5696875     15.5   
17.9601   5.61253125    14.5   
18.0972   5.655375      14     
18.2343   5.69821875    13.5   
18.3714   5.7410625     13     
18.5085   5.78390625    12.5   
18.6456   5.82675       12.5   
18.7827   5.86959375    11.5   
18.9198   5.9124375     11.5   
19.0569   5.95528125    11.5   
19.194    5.998125      11     
19.3311   6.04096875    10.5   
19.4682   6.0838125     10.5   
19.6053   6.12665625    9.5    
19.7424   6.1695        9.5    
19.8795   6.21234375    9.5    
20.0166   6.2551875     9.5    
20.1537   6.29803125    10     
20.2908   6.340875      10     
20.4279   6.38371875    9.5    
20.565    6.4265625     9.5    
20.7021   6.46940625    9.5    
20.8392   6.51225       9.5    
20.9763   6.55509375    9      
21.1134   6.5979375     9      
21.2505   6.64078125    8.5    
21.3876   6.683625      8.5    
21.5247   6.72646875    8      
21.6618   6.7693125     8      
21.7989   6.81215625    8      
21.936    6.855         8      
22.0731   6.89784375    8      
22.2102   6.9406875     8      
22.3473   6.98353125    8      
22.4844   7.026375      7.5    
22.6215   7.06921875    7.5    
22.7586   7.1120625     7      
22.8957   7.15490625    7      
23.0328   7.19775       6.5    
23.1699   7.24059375    6.5    
23.307    7.2834375     6      
23.4441   7.32628125    6      
23.5812   7.369125      6      
23.7183   7.41196875    6      
23.8554   7.4548125     6      
23.9925   7.49765625    6      
24.1296   7.5405        6      
24.2667   7.58334375    6      
24.4038   7.6261875     5.5    
24.5409   7.66903125    5.5    
24.678    7.711875      5.5    
24.8151   7.75471875    6      
24.9522   7.7975625     6      
25.0893   7.84040625    5.5    
25.2264   7.88325       5.5    
25.3635   7.92609375    6      
25.5006   7.9689375     6      
25.6377   8.01178125    5.5    
25.7748   8.054625      5      
25.9119   8.09746875    5      
26.049    8.1403125     5      
26.1861   8.18315625    5      
26.3232   8.226         5      
26.4603   8.26884375    5      
26.5974   8.3116875     4.5    
26.7345   8.35453125    4      
26.8716   8.397375      4      
27.0087   8.44021875    4      
27.1458   8.4830625     4      
27.2829   8.52590625    4      
27.42     8.56875       4.5    
27.5571   8.61159375    5      
27.6942   8.6544375     5      
27.8313   8.69728125    5      
27.9684   8.740125      5      
28.1055   8.78296875    4.5    
28.2426   8.8258125     4.5    
28.3797   8.86865625    4      
28.5168   8.9115        4      
28.6539   8.95434375    4      
28.791    8.9971875     4      
28.9281   9.04003125    4      
29.0652   9.082875      4      
29.2023   9.12571875    4      
29.3394   9.1685625     4      
29.4765   9.21140625    3.5    
29.6136   9.25425       4      
29.7507   9.29709375    4      
29.8878   9.3399375     4      
30.0249   9.38278125    4      
30.162    9.425625      4      
30.2991   9.46846875    4      
30.4362   9.5113125     4      
30.5733   9.55415625    4      
30.7104   9.597         3.5    
30.8475   9.63984375    3.5    
30.9846   9.6826875     3      
31.1217   9.72553125    3.5    
31.2588   9.768375      3.5    
31.3959   9.81121875    3.5    
31.533    9.8540625     3.5    
31.6701   9.89690625    3.5    
31.8072   9.93975       3      
31.9443   9.98259375    3      
32.0814   10.0254375    3      
32.2185   10.06828125   3      
32.3556   10.111125     3      
32.4927   10.15396875   3      
32.6298   10.1968125    3      
32.7669   10.23965625   3      
32.904    10.2825       3.5    
33.0411   10.32534375   2.5    
33.1782   10.3681875    2.5    
33.3153   10.41103125   2.5    
33.4524   10.453875     2.5    
33.5895   10.49671875   2.5    
33.7266   10.5395625    2.5    
33.8637   10.58240625   2      
34.0008   10.62525      2      
34.1379   10.66809375   2      
34.275    10.7109375    2      
34.4121   10.75378125   2      
34.5492   10.796625     2.5    
