# z = 425 mm
# z/D = 132.8125 ~ 133
# r (mm)    r/D         PAH (arb units)
-15.7665  -4.92703125   280.5
-15.6294  -4.8841875    279.5
-15.4923  -4.84134375   279
-15.3552  -4.7985       277.5
-15.2181  -4.75565625   277.5
-15.081   -4.7128125    277.5
-14.9439  -4.66996875   277.5
-14.8068  -4.627125     278
-14.6697  -4.58428125   279
-14.5326  -4.5414375    280
-14.3955  -4.49859375   282
-14.2584  -4.45575      283
-14.1213  -4.41290625   285
-13.9842  -4.3700625    287
-13.8471  -4.32721875   289
-13.71    -4.284375     291
-13.5729  -4.24153125   292.5
-13.4358  -4.1986875    294
-13.2987  -4.15584375   296
-13.1616  -4.113        296
-13.0245  -4.07015625   297
-12.8874  -4.0273125    296.5
-12.7503  -3.98446875   297
-12.6132  -3.941625     298
-12.4761  -3.89878125   298
-12.339   -3.8559375    297.5
-12.2019  -3.81309375   297.5
-12.0648  -3.77025      297
-11.9277  -3.72740625   296.5
-11.7906  -3.6845625    296
-11.6535  -3.64171875   294.5
-11.5164  -3.598875     294.5
-11.3793  -3.55603125   294.5
-11.2422  -3.5131875    294.5
-11.1051  -3.47034375   294.5
-10.968   -3.4275       296
-10.8309  -3.38465625   297
-10.6938  -3.3418125    299
-10.5567  -3.29896875   301
-10.4196  -3.256125     301.5
-10.2825  -3.21328125   303
-10.1454  -3.1704375    304
-10.0083  -3.12759375   304.5
-9.8712   -3.08475      304.5
-9.7341   -3.04190625   304.5
-9.597    -2.9990625    305
-9.4599   -2.95621875   305
-9.3228   -2.913375     305.5
-9.1857   -2.87053125   306
-9.0486   -2.8276875    307
-8.9115   -2.78484375   308
-8.7744   -2.742        308.5
-8.6373   -2.69915625   308.5
-8.5002   -2.6563125    309.5
-8.3631   -2.61346875   311
-8.226    -2.570625     313
-8.0889   -2.52778125   314.5
-7.9518   -2.4849375    317.5
-7.8147   -2.44209375   319.5
-7.6776   -2.39925      321.5
-7.5405   -2.35640625   323.5
-7.4034   -2.3135625    326
-7.2663   -2.27071875   328
-7.1292   -2.227875     330.5
-6.9921   -2.18503125   333
-6.855    -2.1421875    335
-6.7179   -2.09934375   337
-6.5808   -2.0565       339
-6.4437   -2.01365625   341
-6.3066   -1.9708125    342.5
-6.1695   -1.92796875   343
-6.0324   -1.885125     342
-5.8953   -1.84228125   341
-5.7582   -1.7994375    340.5
-5.6211   -1.75659375   340
-5.484    -1.71375      339
-5.3469   -1.67090625   338.5
-5.2098   -1.6280625    338.5
-5.0727   -1.58521875   340
-4.9356   -1.542375     342
-4.7985   -1.49953125   344.5
-4.6614   -1.4566875    345.5
-4.5243   -1.41384375   345.5
-4.3872   -1.371        346.5
-4.2501   -1.32815625   347.5
-4.113    -1.2853125    348.5
-3.9759   -1.24246875   349.5
-3.8388   -1.199625     350
-3.7017   -1.15678125   352
-3.5646   -1.1139375    354
-3.4275   -1.07109375   355.5
-3.2904   -1.02825      356.5
-3.1533   -0.98540625   357
-3.0162   -0.9425625    357
-2.8791   -0.89971875   356.5
-2.742    -0.856875     355.5
-2.6049   -0.81403125   355.5
-2.4678   -0.7711875    355.5
-2.3307   -0.72834375   356
-2.1936   -0.6855       356
-2.0565   -0.64265625   355
-1.9194   -0.5998125    354
-1.7823   -0.55696875   353
-1.6452   -0.514125     352.5
-1.5081   -0.47128125   351
-1.371    -0.4284375    350
-1.2339   -0.38559375   349
-1.0968   -0.34275      348
-0.9597   -0.29990625   348
-0.8226   -0.2570625    348
-0.6855   -0.21421875   348
-0.5484   -0.171375     348.5
-0.4113   -0.12853125   349
-0.2742   -0.0856875    349.5
-0.1371   -0.04284375   349.5
0         0             349
0.1371    0.04284375    349.5
0.2742    0.0856875     349.5
0.4113    0.12853125    349
0.5484    0.171375      348.5
0.6855    0.21421875    348
0.8226    0.2570625     348
0.9597    0.29990625    348
1.0968    0.34275       348
1.2339    0.38559375    349
1.371     0.4284375     350
1.5081    0.47128125    351
1.6452    0.514125      352.5
1.7823    0.55696875    353
1.9194    0.5998125     354
2.0565    0.64265625    355
2.1936    0.6855        356
2.3307    0.72834375    356
2.4678    0.7711875     355.5
2.6049    0.81403125    355.5
2.742     0.856875      355.5
2.8791    0.89971875    356.5
3.0162    0.9425625     357
3.1533    0.98540625    357
3.2904    1.02825       356.5
3.4275    1.07109375    355.5
3.5646    1.1139375     354
3.7017    1.15678125    352
3.8388    1.199625      350
3.9759    1.24246875    349.5
4.113     1.2853125     348.5
4.2501    1.32815625    347.5
4.3872    1.371         346.5
4.5243    1.41384375    345.5
4.6614    1.4566875     345.5
4.7985    1.49953125    344.5
4.9356    1.542375      342
5.0727    1.58521875    340
5.2098    1.6280625     338.5
5.3469    1.67090625    338.5
5.484     1.71375       339
5.6211    1.75659375    340
5.7582    1.7994375     340.5
5.8953    1.84228125    341
6.0324    1.885125      342
6.1695    1.92796875    343
6.3066    1.9708125     342.5
6.4437    2.01365625    341
6.5808    2.0565        339
6.7179    2.09934375    337
6.855     2.1421875     335
6.9921    2.18503125    333
7.1292    2.227875      330.5
7.2663    2.27071875    328
7.4034    2.3135625     326
7.5405    2.35640625    323.5
7.6776    2.39925       321.5
7.8147    2.44209375    319.5
7.9518    2.4849375     317.5
8.0889    2.52778125    314.5
8.226     2.570625      313
8.3631    2.61346875    311
8.5002    2.6563125     309.5
8.6373    2.69915625    308.5
8.7744    2.742         308.5
8.9115    2.78484375    308
9.0486    2.8276875     307
9.1857    2.87053125    306
9.3228    2.913375      305.5
9.4599    2.95621875    305
9.597     2.9990625     305
9.7341    3.04190625    304.5
9.8712    3.08475       304.5
10.0083   3.12759375    304.5
10.1454   3.1704375     304
10.2825   3.21328125    303
10.4196   3.256125      301.5
10.5567   3.29896875    301
10.6938   3.3418125     299
10.8309   3.38465625    297
10.968    3.4275        296
11.1051   3.47034375    294.5
11.2422   3.5131875     294.5
11.3793   3.55603125    294.5
11.5164   3.598875      294.5
11.6535   3.64171875    294.5
11.7906   3.6845625     296
11.9277   3.72740625    296.5
12.0648   3.77025       297
12.2019   3.81309375    297.5
12.339    3.8559375     297.5
12.4761   3.89878125    298
12.6132   3.941625      298
12.7503   3.98446875    297
12.8874   4.0273125     296.5
13.0245   4.07015625    297
13.1616   4.113         296
13.2987   4.15584375    296
13.4358   4.1986875     294
13.5729   4.24153125    292.5
13.71     4.284375      291
13.8471   4.32721875    289
13.9842   4.3700625     287
14.1213   4.41290625    285
14.2584   4.45575       283
14.3955   4.49859375    282
14.5326   4.5414375     280
14.6697   4.58428125    279
14.8068   4.627125      278
14.9439   4.66996875    277.5
15.081    4.7128125     277.5
15.2181   4.75565625    277.5
15.3552   4.7985        277.5
15.4923   4.84134375    279
15.6294   4.8841875     279.5
15.7665   4.92703125    280.5
15.9036   4.969875      279.5
16.0407   5.01271875    279.5
16.1778   5.0555625     279.5
16.3149   5.09840625    279
16.452    5.14125       276.5
16.5891   5.18409375    274.5
16.7262   5.2269375     274
16.8633   5.26978125    272.5
17.0004   5.312625      269.5
17.1375   5.35546875    266
17.2746   5.3983125     263.5
17.4117   5.44115625    260.5
17.5488   5.484         258
17.6859   5.52684375    254
17.823    5.5696875     252
17.9601   5.61253125    250.5
18.0972   5.655375      247.5
18.2343   5.69821875    247
18.3714   5.7410625     246.5
18.5085   5.78390625    244.5
18.6456   5.82675       244
18.7827   5.86959375    242.5
18.9198   5.9124375     242
19.0569   5.95528125    242
19.194    5.998125      241
19.3311   6.04096875    239.5
19.4682   6.0838125     239
19.6053   6.12665625    238.5
19.7424   6.1695        237.5
19.8795   6.21234375    237
20.0166   6.2551875     237
20.1537   6.29803125    236.5
20.2908   6.340875      236.5
20.4279   6.38371875    236
20.565    6.4265625     235.5
20.7021   6.46940625    234.5
20.8392   6.51225       233
20.9763   6.55509375    232.5
21.1134   6.5979375     231
21.2505   6.64078125    229
21.3876   6.683625      227
21.5247   6.72646875    224
21.6618   6.7693125     221
21.7989   6.81215625    218
21.936    6.855         214.5
22.0731   6.89784375    212
22.2102   6.9406875     208.5
22.3473   6.98353125    206.5
22.4844   7.026375      204
22.6215   7.06921875    200.5
22.7586   7.1120625     198
22.8957   7.15490625    196
23.0328   7.19775       193.5
23.1699   7.24059375    191.5
23.307    7.2834375     188.5
23.4441   7.32628125    186
23.5812   7.369125      184
23.7183   7.41196875    181
23.8554   7.4548125     177
23.9925   7.49765625    174
24.1296   7.5405        171.5
24.2667   7.58334375    169.5
24.4038   7.6261875     168
24.5409   7.66903125    166
24.678    7.711875      164
24.8151   7.75471875    163
24.9522   7.7975625     161
25.0893   7.84040625    158
25.2264   7.88325       154.5
25.3635   7.92609375    152.5
25.5006   7.9689375     151
25.6377   8.01178125    149
25.7748   8.054625      147
25.9119   8.09746875    145.5
26.049    8.1403125     145
26.1861   8.18315625    144.5
26.3232   8.226         144
26.4603   8.26884375    142.5
26.5974   8.3116875     141
26.7345   8.35453125    139.5
26.8716   8.397375      138
27.0087   8.44021875    136.5
27.1458   8.4830625     134.5
27.2829   8.52590625    133.5
27.42     8.56875       132.5
27.5571   8.61159375    132
27.6942   8.6544375     131
27.8313   8.69728125    130.5
27.9684   8.740125      129.5
28.1055   8.78296875    127.5
28.2426   8.8258125     127
28.3797   8.86865625    125.5
28.5168   8.9115        124.5
28.6539   8.95434375    122.5
28.791    8.9971875     121
28.9281   9.04003125    119.5
29.0652   9.082875      119
29.2023   9.12571875    117
29.3394   9.1685625     116
29.4765   9.21140625    115.5
29.6136   9.25425       114
29.7507   9.29709375    113.5
29.8878   9.3399375     113
30.0249   9.38278125    112.5
30.162    9.425625      111
30.2991   9.46846875    109.5
30.4362   9.5113125     107.5
30.5733   9.55415625    107
30.7104   9.597         106.5
30.8475   9.63984375    105
30.9846   9.6826875     104
31.1217   9.72553125    104
31.2588   9.768375      104.5
31.3959   9.81121875    104.5
31.533    9.8540625     104.5
31.6701   9.89690625    104.5
31.8072   9.93975       104
31.9443   9.98259375    103.5
32.0814   10.0254375    102.5
32.2185   10.06828125   102
32.3556   10.111125     100.5
32.4927   10.15396875   99
32.6298   10.1968125    97
32.7669   10.23965625   95.5
32.904    10.2825       94.5
33.0411   10.32534375   92.5
33.1782   10.3681875    91
33.3153   10.41103125   89.5
33.4524   10.453875     87.5
33.5895   10.49671875   86
33.7266   10.5395625    84.5
33.8637   10.58240625   83
34.0008   10.62525      82
34.1379   10.66809375   81
34.275    10.7109375    80
34.4121   10.75378125   79.5
34.5492   10.796625     80
