# z = 175 mm
# z/D = 54.6875 ~ 55
# r (mm)    r/D         PAH (arb units)
-20.0166  -6.2551875    71     
-19.8795  -6.21234375   72.5   
-19.7424  -6.1695       74.5   
-19.6053  -6.12665625   76.5   
-19.4682  -6.0838125    78     
-19.3311  -6.04096875   79     
-19.194   -5.998125     80.5   
-19.0569  -5.95528125   82     
-18.9198  -5.9124375    84     
-18.7827  -5.86959375   85.5   
-18.6456  -5.82675      88     
-18.5085  -5.78390625   91     
-18.3714  -5.7410625    94     
-18.2343  -5.69821875   98     
-18.0972  -5.655375     101.5  
-17.9601  -5.61253125   106.5  
-17.823   -5.5696875    111    
-17.6859  -5.52684375   116    
-17.5488  -5.484        122    
-17.4117  -5.44115625   127.5  
-17.2746  -5.3983125    132.5  
-17.1375  -5.35546875   138    
-17.0004  -5.312625     143.5  
-16.8633  -5.26978125   149.5  
-16.7262  -5.2269375    155.5  
-16.5891  -5.18409375   160.5  
-16.452   -5.14125      165.5  
-16.3149  -5.09840625   170.5  
-16.1778  -5.0555625    176    
-16.0407  -5.01271875   180.5  
-15.9036  -4.969875     185.5  
-15.7665  -4.92703125   191    
-15.6294  -4.8841875    196.5  
-15.4923  -4.84134375   201.5  
-15.3552  -4.7985       205.5  
-15.2181  -4.75565625   210    
-15.081   -4.7128125    214.5  
-14.9439  -4.66996875   218.5  
-14.8068  -4.627125     223    
-14.6697  -4.58428125   227.5  
-14.5326  -4.5414375    231.5  
-14.3955  -4.49859375   237    
-14.2584  -4.45575      241    
-14.1213  -4.41290625   246    
-13.9842  -4.3700625    250    
-13.8471  -4.32721875   254    
-13.71    -4.284375     258    
-13.5729  -4.24153125   262.5  
-13.4358  -4.1986875    267    
-13.2987  -4.15584375   272.5  
-13.1616  -4.113        277    
-13.0245  -4.07015625   280.5  
-12.8874  -4.0273125    285    
-12.7503  -3.98446875   289    
-12.6132  -3.941625     294.5  
-12.4761  -3.89878125   300    
-12.339   -3.8559375    304    
-12.2019  -3.81309375   309.5  
-12.0648  -3.77025      315    
-11.9277  -3.72740625   321    
-11.7906  -3.6845625    327    
-11.6535  -3.64171875   332.5  
-11.5164  -3.598875     339.5  
-11.3793  -3.55603125   346    
-11.2422  -3.5131875    352.5  
-11.1051  -3.47034375   359.5  
-10.968   -3.4275       366.5  
-10.8309  -3.38465625   374.5  
-10.6938  -3.3418125    383    
-10.5567  -3.29896875   391.5  
-10.4196  -3.256125     400.5  
-10.2825  -3.21328125   409    
-10.1454  -3.1704375    416    
-10.0083  -3.12759375   422.5  
-9.8712   -3.08475      428    
-9.7341   -3.04190625   433    
-9.597    -2.9990625    438.5  
-9.4599   -2.95621875   443    
-9.3228   -2.913375     447    
-9.1857   -2.87053125   452.5  
-9.0486   -2.8276875    459    
-8.9115   -2.78484375   465.5  
-8.7744   -2.742        470.5  
-8.6373   -2.69915625   474.5  
-8.5002   -2.6563125    480    
-8.3631   -2.61346875   485    
-8.226    -2.570625     491    
-8.0889   -2.52778125   497.5  
-7.9518   -2.4849375    503.5  
-7.8147   -2.44209375   510.5  
-7.6776   -2.39925      518    
-7.5405   -2.35640625   526.5  
-7.4034   -2.3135625    533.5  
-7.2663   -2.27071875   540    
-7.1292   -2.227875     546    
-6.9921   -2.18503125   552.5  
-6.855    -2.1421875    558.5  
-6.7179   -2.09934375   562.5  
-6.5808   -2.0565       566    
-6.4437   -2.01365625   570.5  
-6.3066   -1.9708125    573    
-6.1695   -1.92796875   575.5  
-6.0324   -1.885125     578.5  
-5.8953   -1.84228125   580.5  
-5.7582   -1.7994375    584    
-5.6211   -1.75659375   587    
-5.484    -1.71375      590.5  
-5.3469   -1.67090625   596    
-5.2098   -1.6280625    601.5  
-5.0727   -1.58521875   607    
-4.9356   -1.542375     614    
-4.7985   -1.49953125   621    
-4.6614   -1.4566875    627.5  
-4.5243   -1.41384375   633.5  
-4.3872   -1.371        639.5  
-4.2501   -1.32815625   646    
-4.113    -1.2853125    653.5  
-3.9759   -1.24246875   661    
-3.8388   -1.199625     667    
-3.7017   -1.15678125   673    
-3.5646   -1.1139375    679    
-3.4275   -1.07109375   685.5  
-3.2904   -1.02825      691    
-3.1533   -0.98540625   693.5  
-3.0162   -0.9425625    693.5  
-2.8791   -0.89971875   693.5  
-2.742    -0.856875     692.5  
-2.6049   -0.81403125   690    
-2.4678   -0.7711875    687.5  
-2.3307   -0.72834375   683.5  
-2.1936   -0.6855       681.5  
-2.0565   -0.64265625   682    
-1.9194   -0.5998125    684    
-1.7823   -0.55696875   685.5  
-1.6452   -0.514125     686.5  
-1.5081   -0.47128125   688    
-1.371    -0.4284375    689.5  
-1.2339   -0.38559375   690    
-1.0968   -0.34275      689.5  
-0.9597   -0.29990625   690    
-0.8226   -0.2570625    690.5  
-0.6855   -0.21421875   691.5  
-0.5484   -0.171375     693.5  
-0.4113   -0.12853125   695.5  
-0.2742   -0.0856875    697.5  
-0.1371   -0.04284375   697.5  
0         0             697    
0.1371    0.04284375    697.5  
0.2742    0.0856875     697.5  
0.4113    0.12853125    695.5  
0.5484    0.171375      693.5  
0.6855    0.21421875    691.5  
0.8226    0.2570625     690.5  
0.9597    0.29990625    690    
1.0968    0.34275       689.5  
1.2339    0.38559375    690    
1.371     0.4284375     689.5  
1.5081    0.47128125    688    
1.6452    0.514125      686.5  
1.7823    0.55696875    685.5  
1.9194    0.5998125     684    
2.0565    0.64265625    682    
2.1936    0.6855        681.5  
2.3307    0.72834375    683.5  
2.4678    0.7711875     687.5  
2.6049    0.81403125    690    
2.742     0.856875      692.5  
2.8791    0.89971875    693.5  
3.0162    0.9425625     693.5  
3.1533    0.98540625    693.5  
3.2904    1.02825       691    
3.4275    1.07109375    685.5  
3.5646    1.1139375     679    
3.7017    1.15678125    673    
3.8388    1.199625      667    
3.9759    1.24246875    661    
4.113     1.2853125     653.5  
4.2501    1.32815625    646    
4.3872    1.371         639.5  
4.5243    1.41384375    633.5  
4.6614    1.4566875     627.5  
4.7985    1.49953125    621    
4.9356    1.542375      614    
5.0727    1.58521875    607    
5.2098    1.6280625     601.5  
5.3469    1.67090625    596    
5.484     1.71375       590.5  
5.6211    1.75659375    587    
5.7582    1.7994375     584    
5.8953    1.84228125    580.5  
6.0324    1.885125      578.5  
6.1695    1.92796875    575.5  
6.3066    1.9708125     573    
6.4437    2.01365625    570.5  
6.5808    2.0565        566    
6.7179    2.09934375    562.5  
6.855     2.1421875     558.5  
6.9921    2.18503125    552.5  
7.1292    2.227875      546    
7.2663    2.27071875    540    
7.4034    2.3135625     533.5  
7.5405    2.35640625    526.5  
7.6776    2.39925       518    
7.8147    2.44209375    510.5  
7.9518    2.4849375     503.5  
8.0889    2.52778125    497.5  
8.226     2.570625      491    
8.3631    2.61346875    485    
8.5002    2.6563125     480    
8.6373    2.69915625    474.5  
8.7744    2.742         470.5  
8.9115    2.78484375    465.5  
9.0486    2.8276875     459    
9.1857    2.87053125    452.5  
9.3228    2.913375      447    
9.4599    2.95621875    443    
9.597     2.9990625     438.5  
9.7341    3.04190625    433    
9.8712    3.08475       428    
10.0083   3.12759375    422.5  
10.1454   3.1704375     416    
10.2825   3.21328125    409    
10.4196   3.256125      400.5  
10.5567   3.29896875    391.5  
10.6938   3.3418125     383    
10.8309   3.38465625    374.5  
10.968    3.4275        366.5  
11.1051   3.47034375    359.5  
11.2422   3.5131875     352.5  
11.3793   3.55603125    346    
11.5164   3.598875      339.5  
11.6535   3.64171875    332.5  
11.7906   3.6845625     327    
11.9277   3.72740625    321    
12.0648   3.77025       315    
12.2019   3.81309375    309.5  
12.339    3.8559375     304    
12.4761   3.89878125    300    
12.6132   3.941625      294.5  
12.7503   3.98446875    289    
12.8874   4.0273125     285    
13.0245   4.07015625    280.5  
13.1616   4.113         277    
13.2987   4.15584375    272.5  
13.4358   4.1986875     267    
13.5729   4.24153125    262.5  
13.71     4.284375      258    
13.8471   4.32721875    254    
13.9842   4.3700625     250    
14.1213   4.41290625    246    
14.2584   4.45575       241    
14.3955   4.49859375    237    
14.5326   4.5414375     231.5  
14.6697   4.58428125    227.5  
14.8068   4.627125      223    
14.9439   4.66996875    218.5  
15.081    4.7128125     214.5  
15.2181   4.75565625    210    
15.3552   4.7985        205.5  
15.4923   4.84134375    201.5  
15.6294   4.8841875     196.5  
15.7665   4.92703125    191    
15.9036   4.969875      185.5  
16.0407   5.01271875    180.5  
16.1778   5.0555625     176    
16.3149   5.09840625    170.5  
16.452    5.14125       165.5  
16.5891   5.18409375    160.5  
16.7262   5.2269375     155.5  
16.8633   5.26978125    149.5  
17.0004   5.312625      143.5  
17.1375   5.35546875    138    
17.2746   5.3983125     132.5  
17.4117   5.44115625    127.5  
17.5488   5.484         122    
17.6859   5.52684375    116    
17.823    5.5696875     111    
17.9601   5.61253125    106.5  
18.0972   5.655375      101.5  
18.2343   5.69821875    98     
18.3714   5.7410625     94     
18.5085   5.78390625    91     
18.6456   5.82675       88     
18.7827   5.86959375    85.5   
18.9198   5.9124375     84     
19.0569   5.95528125    82     
19.194    5.998125      80.5   
19.3311   6.04096875    79     
19.4682   6.0838125     78     
19.6053   6.12665625    76.5   
19.7424   6.1695        74.5   
19.8795   6.21234375    72.5   
20.0166   6.2551875     71     
20.1537   6.29803125    68.5   
20.2908   6.340875      66.5   
20.4279   6.38371875    64.5   
20.565    6.4265625     63     
20.7021   6.46940625    60.5   
20.8392   6.51225       58.5   
20.9763   6.55509375    56     
21.1134   6.5979375     54     
21.2505   6.64078125    51.5   
21.3876   6.683625      49.5   
21.5247   6.72646875    47     
21.6618   6.7693125     45     
21.7989   6.81215625    43     
21.936    6.855         41.5   
22.0731   6.89784375    39     
22.2102   6.9406875     37.5   
22.3473   6.98353125    36.5   
22.4844   7.026375      35     
22.6215   7.06921875    34     
22.7586   7.1120625     33     
22.8957   7.15490625    32     
23.0328   7.19775       31.5   
23.1699   7.24059375    30.5   
23.307    7.2834375     29.5   
23.4441   7.32628125    29.5   
23.5812   7.369125      29     
23.7183   7.41196875    28     
23.8554   7.4548125     27     
23.9925   7.49765625    26.5   
24.1296   7.5405        26     
24.2667   7.58334375    25.5   
24.4038   7.6261875     24.5   
24.5409   7.66903125    24     
24.678    7.711875      23.5   
24.8151   7.75471875    23     
24.9522   7.7975625     22     
25.0893   7.84040625    21.5   
25.2264   7.88325       21     
25.3635   7.92609375    20.5   
25.5006   7.9689375     20.5   
25.6377   8.01178125    19.5   
25.7748   8.054625      19     
25.9119   8.09746875    18.5   
26.049    8.1403125     19     
26.1861   8.18315625    18     
26.3232   8.226         17.5   
26.4603   8.26884375    17     
26.5974   8.3116875     16.5   
26.7345   8.35453125    16     
26.8716   8.397375      15.5   
27.0087   8.44021875    15     
27.1458   8.4830625     15     
27.2829   8.52590625    14.5   
27.42     8.56875       14     
27.5571   8.61159375    13.5   
27.6942   8.6544375     14     
27.8313   8.69728125    13.5   
27.9684   8.740125      12.5   
28.1055   8.78296875    12.5   
28.2426   8.8258125     11.5   
28.3797   8.86865625    11.5   
28.5168   8.9115        11.5   
28.6539   8.95434375    11     
28.791    8.9971875     10.5   
28.9281   9.04003125    10.5   
29.0652   9.082875      10.5   
29.2023   9.12571875    10.5   
29.3394   9.1685625     10.5   
29.4765   9.21140625    9.5    
29.6136   9.25425       9.5    
29.7507   9.29709375    9.5    
29.8878   9.3399375     9.5    
30.0249   9.38278125    9.5    
30.162    9.425625      9.5    
30.2991   9.46846875    9.5    
30.4362   9.5113125     10     
30.5733   9.55415625    9.5    
30.7104   9.597         9.5    
30.8475   9.63984375    9      
30.9846   9.6826875     8.5    
31.1217   9.72553125    8.5    
31.2588   9.768375      8.5    
31.3959   9.81121875    8      
31.533    9.8540625     8      
31.6701   9.89690625    8      
31.8072   9.93975       8      
31.9443   9.98259375    8      
32.0814   10.0254375    8      
32.2185   10.06828125   8      
32.3556   10.111125     7.5    
32.4927   10.15396875   7.5    
32.6298   10.1968125    7.5    
32.7669   10.23965625   7.5    
32.904    10.2825       7.5    
33.0411   10.32534375   7.5    
33.1782   10.3681875    7.5    
33.3153   10.41103125   7      
33.4524   10.453875     7      
33.5895   10.49671875   7      
33.7266   10.5395625    6.5    
33.8637   10.58240625   6.5    
34.0008   10.62525      6.5    
34.1379   10.66809375   6      
34.275    10.7109375    6      
34.4121   10.75378125   6      
34.5492   10.796625     6      
